,CountryName,CityName,Skill and competency of medical staff,Speed in completing examination and reports,Equipment for modern diagnosis and treatment,Accuracy and completeness in filling out reports,Friendliness and courtesy of the staff,Satisfaction with responsiveness (waitings) in medical institutions,Satisfaction with cost to you,Convenience of location for you
1801,United States,"Saginaw, MI",66.67,66.67,79.17,58.33,62.5,41.67,37.5,70.83
1802,United States,"Saint George, UT",68.75,56.25,81.25,62.5,81.25,56.25,25.0,62.5
1803,United States,"Saint Louis, MO",90.74,84.26,97.22,88.46,83.33,74.04,58.65,92.31
1804,United States,"Saint Paul, MN",79.41,79.41,91.18,81.25,77.94,77.94,55.88,88.24
1805,United States,"Saint Petersburg, FL",78.85,81.25,82.69,73.08,80.77,57.69,59.62,90.38
1806,United States,"Salem, OR",61.67,73.44,78.12,68.33,70.31,54.69,48.44,79.69
1807,United States,"Salisbury, MD",50.0,41.67,91.67,58.33,83.33,25.0,33.33,100.0
1808,United States,"Salt Lake City, UT",77.08,74.47,88.83,75.0,84.78,70.21,40.43,84.24
1809,United States,"San Antonio, TX",78.0,68.75,87.78,78.72,80.43,60.11,53.12,77.72
1810,United States,"San Diego, CA",77.89,71.54,89.63,77.17,76.88,57.8,46.32,79.52
1811,United States,"San Francisco, CA",73.84,69.53,80.91,72.22,71.29,55.86,38.27,70.16
1812,United States,"San Jose, CA",75.0,75.0,85.71,80.88,77.94,67.86,56.45,70.71
1813,United States,"San Luis Obispo, CA",75.0,75.0,68.75,75.0,75.0,75.0,56.25,83.33
1814,United States,"San Marcos, TX",50.0,50.0,75.0,50.0,66.67,66.67,58.33,66.67
1815,United States,"San Mateo, CA",75.0,70.83,95.0,85.0,87.5,62.5,54.17,83.33
1816,United States,"Santa Ana, CA",65.0,55.0,85.0,45.0,65.0,50.0,25.0,75.0
1817,United States,"Santa Barbara, CA",76.92,75.0,79.55,70.83,82.69,47.92,59.62,66.67
1818,United States,"Santa Cruz, CA",68.75,68.18,83.33,64.58,85.42,62.5,60.42,77.08
1819,United States,"Santa Fe, NM",51.92,75.0,75.0,77.27,67.31,48.08,48.08,78.85
1820,United States,"Santa Monica, CA",58.33,91.67,75.0,66.67,58.33,58.33,58.33,83.33
1821,United States,"Santa Rosa, CA",75.0,89.06,86.76,89.29,83.33,66.18,66.18,86.76
1822,United States,"Sarasota, FL",65.91,72.73,87.5,63.89,82.5,47.73,36.36,70.45
1823,United States,"Savannah, GA",58.33,55.56,75.0,63.89,58.33,40.62,25.0,72.22
1824,United States,"Scottsdale, AZ",88.89,80.56,91.67,75.0,69.44,66.67,52.78,86.11
1825,United States,"Scranton, PA",16.67,41.67,50.0,12.5,16.67,25.0,41.67,37.5
1826,United States,"Seattle, WA",80.04,79.65,92.94,81.8,83.46,69.09,46.65,83.01
1827,United States,"Shreveport, LA",62.5,56.25,78.12,65.62,56.25,40.62,34.38,68.75
1828,United States,"Silver Spring, MD",83.33,85.0,80.0,79.17,87.5,79.17,70.83,91.67
1829,United States,"Sioux Falls, SD",65.62,71.88,90.62,75.0,71.88,62.5,35.71,90.62
1830,United States,"Somerville, MA",87.5,75.0,87.5,75.0,66.67,83.33,62.5,100.0
1831,United States,"Spartanburg, SC",58.33,70.0,75.0,95.0,75.0,50.0,20.83,70.0
1832,United States,"Spokane, WA",63.39,65.74,80.36,62.04,71.43,61.11,49.07,80.0
1833,United States,"Springfield, IL",53.57,45.83,78.57,41.67,60.71,39.29,41.67,75.0
1834,United States,"Springfield, MA",62.5,45.83,70.83,50.0,83.33,33.33,50.0,79.17
1835,United States,"Springfield, MO",70.83,66.67,72.92,66.67,79.17,58.33,42.5,79.55
1836,United States,"Stamford, CT",92.86,89.29,92.86,92.86,92.86,85.71,64.29,96.43
1837,United States,"Stockton, CA",83.33,75.0,81.25,41.67,56.25,58.33,56.25,56.25
1838,United States,"Sunnyvale, CA",75.0,82.14,87.5,75.0,75.0,67.86,57.14,92.86
1839,United States,"Syracuse, NY",61.36,47.73,65.91,61.36,77.27,36.36,43.18,75.0
1840,United States,"Tacoma, WA",73.08,77.08,89.58,77.27,78.85,65.38,58.33,80.77
1841,United States,"Tallahassee, FL",77.08,75.0,87.5,83.33,79.17,48.08,56.25,77.08
1842,United States,"Tampa, FL",67.02,74.47,84.24,71.11,75.54,58.52,43.09,85.64
1843,United States,"Temecula, CA",33.33,50.0,75.0,75.0,41.67,33.33,8.33,58.33
1844,United States,"Tempe, AZ",75.0,50.0,91.67,75.0,83.33,58.33,41.67,83.33
1845,United States,"Temple, TX",87.5,75.0,81.25,83.33,100.0,56.25,33.33,100.0
1846,United States,"The Villages, FL",50.0,50.0,58.33,50.0,66.67,33.33,50.0,83.33
1847,United States,"The Woodlands, TX",50.0,75.0,95.0,75.0,60.0,45.0,20.0,95.0
1848,United States,"Toledo, OH",67.86,60.71,82.14,64.29,42.86,35.71,28.57,67.86
1849,United States,"Topeka, KS",85.0,50.0,95.0,75.0,60.0,45.0,10.0,75.0
1850,United States,"Tucson, AZ",66.23,61.4,77.27,61.36,62.5,45.09,45.09,69.64
1851,United States,"Tulsa, OK",72.22,69.23,87.0,80.77,76.85,63.46,48.15,82.41
1852,United States,"Tyler, TX",75.0,58.33,91.67,75.0,50.0,50.0,41.67,83.33
1853,United States,"Vancouver, WA",93.75,93.75,87.5,87.5,87.5,75.0,81.25,93.75
1854,United States,"Ventura, CA",91.67,91.67,100.0,75.0,83.33,75.0,41.67,91.67
1855,United States,"Vero Beach, FL",68.75,62.5,75.0,66.67,81.25,50.0,56.25,81.25
1856,United States,"Virginia Beach, VA",64.29,78.57,85.71,78.57,70.83,64.29,46.43,92.86
1857,United States,"Waco, TX",87.5,100.0,93.75,93.75,93.75,75.0,66.67,81.25
1858,United States,"Walnut Creek, CA",75.0,93.75,93.75,87.5,81.25,93.75,37.5,100.0
1859,United States,"Washington, DC",79.39,74.14,91.23,75.88,68.1,60.96,47.84,80.26
1860,United States,"Wausau, WI",56.25,62.5,75.0,62.5,58.33,50.0,43.75,68.75
1861,United States,"West Chester, PA",50.0,41.67,100.0,83.33,75.0,50.0,25.0,91.67
1862,United States,"West Palm Beach, FL",77.5,77.27,87.5,72.73,70.83,54.17,37.5,89.58
1863,United States,"Wichita Falls, TX",83.33,91.67,91.67,91.67,83.33,75.0,75.0,83.33
1864,United States,"Wichita, KS",70.0,65.0,78.33,66.67,66.67,55.0,31.67,71.67
1865,United States,"Wilmington, DE",75.0,60.0,79.17,66.67,58.33,50.0,41.67,75.0
1866,United States,"Wilmington, NC",72.22,67.86,69.44,60.71,75.0,47.22,56.25,77.78
1867,United States,"Winston-Salem, NC",95.83,87.5,95.83,95.83,91.67,83.33,70.83,100.0
1868,United States,"Woodbridge, VA",83.33,100.0,100.0,100.0,66.67,75.0,58.33,100.0
1869,United States,"Worcester, MA",62.5,61.11,81.25,55.56,65.62,47.22,37.5,94.44
1870,United States,"Yakima, WA",68.75,75.0,87.5,68.75,68.75,56.25,50.0,75.0
1871,United States,"Yonkers, NY",100.0,100.0,91.67,91.67,91.67,91.67,75.0,91.67
1872,United States,"York, PA",80.0,85.0,85.0,85.0,75.0,65.0,55.0,80.0
1873,United States,"Youngstown, OH",83.33,75.0,75.0,66.67,58.33,66.67,66.67,83.33
1874,United States,"Yuma, AZ",41.67,33.33,58.33,33.33,58.33,33.33,25.0,50.0
1875,Uruguay,Montevideo,70.16,66.13,71.98,71.94,71.2,49.73,62.5,86.14
1876,Uruguay,Punta del Este,41.67,41.67,66.67,66.67,66.67,0.0,50.0,75.0
1877,Us Virgin Islands,St Thomas,50.0,41.67,58.33,41.67,58.33,58.33,50.0,75.0
1878,Uzbekistan,Tashkent,51.19,53.41,52.5,53.41,63.64,44.32,62.5,64.77
1879,Vanuatu,Port Vila,50.0,43.75,33.33,37.5,50.0,31.25,37.5,43.75
1880,Venezuela,Barquisimeto,50.0,41.67,8.33,16.67,41.67,16.67,16.67,58.33
1881,Venezuela,Caracas,47.38,36.18,27.08,42.94,49.42,21.43,34.04,48.81
1882,Venezuela,Maracaibo,66.67,25.0,10.0,54.17,65.0,16.67,16.67,45.83
1883,Venezuela,Valencia,62.5,70.83,45.83,62.5,70.83,33.33,50.0,62.5
1884,Vietnam,Da Nang,80.0,90.0,70.0,75.0,93.75,85.0,90.0,95.0
1885,Vietnam,Hanoi,57.56,56.98,66.45,59.52,55.81,45.83,59.52,57.14
1886,Vietnam,Ho Chi Minh City,60.55,57.31,60.66,60.17,60.77,51.19,61.33,65.62
1887,Zambia,Lusaka,53.85,53.85,45.45,50.0,65.38,40.38,48.08,65.38
1888,Zimbabwe,Bulawayo,33.33,41.67,25.0,50.0,25.0,37.5,33.33,62.5
1889,Zimbabwe,Harare,48.96,34.78,30.68,46.59,45.65,31.82,33.7,68.48
